customerID,Contract,MonthlyCharges,TotalCharges,PaymentMethod,PaperlessBilling,billing_risk_score,Churn,churn_risk_segment
8699-ASUFO,Month-to-month,74.4,527.9,Mailed check,Yes,4,Yes,Medium Risk
6418-PIQSP,Two year,81.0,4985.9,Mailed check,No,0,No,Medium Risk
8220-OCUFY,One year,60.25,1258.35,Electronic check,Yes,3,No,Low Risk
3995-WFCSM,Month-to-month,60.85,111.4,Electronic check,No,5,No,Medium Risk
1895-QTKDO,Month-to-month,43.95,43.95,Credit card (automatic),No,3,No,Low Risk
2038-OEQZH,Month-to-month,86.05,308.1,Electronic check,No,5,No,High Risk
1178-PZGAB,One year,20.25,383.65,Credit card (automatic),No,0,No,Low Risk
7927-AUXBZ,Month-to-month,85.15,2555.9,Electronic check,No,5,Yes,Medium Risk
2626-VEEWG,Two year,19.4,1284.2,Credit card (automatic),Yes,1,No,Low Risk
2878-RMWXY,Two year,102.65,7550.3,Credit card (automatic),Yes,1,No,Low Risk
1657-DYMBM,Two year,19.9,1110.05,Credit card (automatic),No,0,No,Low Risk
7311-MQJCH,One year,19.55,99.6,Electronic check,No,2,No,Low Risk
7375-WMVMT,Two year,95.5,6707.15,Credit card (automatic),Yes,1,No,Low Risk
1136-XGEQU,One year,84.15,4164.4,Credit card (automatic),Yes,1,No,Low Risk
2530-FMFXO,Two year,103.2,5873.75,Electronic check,Yes,3,No,Low Risk
6844-DZKRF,Month-to-month,50.2,109.25,Credit card (automatic),Yes,4,No,High Risk
4695-WJZUE,Month-to-month,88.55,179.25,Electronic check,Yes,6,Yes,Medium Risk
7619-ODSGN,Month-to-month,54.75,1338.15,Electronic check,No,5,Yes,Medium Risk
5970-GHJAW,Two year,19.95,862.4,Credit card (automatic),No,0,No,Low Risk
8879-XUAHX,Two year,116.25,8564.75,Electronic check,Yes,3,No,Low Risk
3689-MOZGR,Month-to-month,31.2,926.2,Electronic check,Yes,6,No,High Risk
4195-PNGZS,Two year,24.45,1718.2,Bank transfer (automatic),No,0,No,Low Risk
5003-XZWWO,Two year,84.2,5956.85,Credit card (automatic),No,0,No,Low Risk
3988-RQIXO,Month-to-month,91.3,91.3,Electronic check,Yes,6,Yes,High Risk
7622-FWGEW,Two year,85.65,4824.45,Bank transfer (automatic),Yes,1,No,High Risk
6922-NCEDI,One year,21.2,1238.65,Mailed check,Yes,1,No,Low Risk
2514-GINMM,Month-to-month,79.5,79.5,Electronic check,Yes,6,Yes,High Risk
9891-NQDBD,One year,25.55,672.2,Mailed check,No,0,No,Low Risk
6131-IUNXN,Month-to-month,20.2,382.2,Mailed check,No,3,No,Low Risk
8548-AWOFC,Month-to-month,63.85,4264.6,Electronic check,No,5,No,High Risk
9798-DRYDS,One year,61.95,1070.7,Mailed check,Yes,1,No,Low Risk
8532-UEFWH,Two year,25.75,1345.85,Mailed check,No,0,No,Low Risk
6296-DDOOR,One year,58.2,1045.25,Electronic check,No,2,No,Low Risk
7951-VRDVK,One year,85.85,3003.55,Bank transfer (automatic),No,0,No,Low Risk
5931-FLJJF,Month-to-month,70.1,467.55,Mailed check,Yes,4,Yes,Medium Risk
4815-YOSUK,One year,104.9,7537.5,Credit card (automatic),Yes,1,No,Low Risk
2659-VXMWZ,One year,111.3,7482.1,Electronic check,Yes,3,Yes,High Risk
0380-NEAVX,One year,99.85,3343.15,Electronic check,Yes,3,No,Low Risk
3207-OYBWH,Month-to-month,95.25,5427.05,Bank transfer (automatic),Yes,4,Yes,High Risk
4285-GYRQC,Month-to-month,86.25,587.1,Electronic check,Yes,6,Yes,High Risk
7216-EWTRS,Month-to-month,100.8,100.8,Electronic check,Yes,6,Yes,High Risk
4365-MSDYN,Month-to-month,19.55,161.15,Bank transfer (automatic),Yes,4,No,Medium Risk
7036-TYDEC,Two year,104.0,7028.5,Electronic check,No,2,No,Low Risk
5802-ADBRC,One year,104.4,5232.9,Mailed check,Yes,1,No,Low Risk
8076-FEZKJ,One year,19.5,225.85,Mailed check,No,0,No,Low Risk
5197-YPYBZ,Two year,25.25,274.7,Credit card (automatic),No,0,No,Low Risk
8337-MSSXB,Month-to-month,86.3,1180.95,Electronic check,Yes,6,Yes,High Risk
4312-GVYNH,Two year,49.85,3370.2,Bank transfer (automatic),Yes,1,No,Low Risk
8495-LJDFO,Month-to-month,108.95,7111.3,Bank transfer (automatic),Yes,4,No,Medium Risk
0839-JTCUD,Two year,89.9,5958.85,Credit card (automatic),No,0,No,Low Risk
5494-WOZRZ,Two year,82.0,5999.85,Credit card (automatic),Yes,1,No,Low Risk
1302-UHBDD,Month-to-month,89.95,1648.45,Electronic check,No,5,No,Medium Risk
2234-EOFPT,Two year,79.35,5753.25,Bank transfer (automatic),Yes,1,No,Low Risk
8619-IJNDK,Two year,64.05,4492.9,Credit card (automatic),No,0,No,Low Risk
8378-LKJAF,Month-to-month,101.15,3956.7,Credit card (automatic),Yes,4,No,Medium Risk
8182-BJDSI,Month-to-month,89.95,2625.55,Electronic check,Yes,6,Yes,High Risk
2528-HFYZX,Month-to-month,76.45,1233.4,Electronic check,Yes,6,Yes,Medium Risk
1153-GNOLC,One year,39.1,1309.0,Electronic check,Yes,3,No,Low Risk
3298-QEICA,Two year,34.6,813.45,Mailed check,No,0,No,Low Risk
0788-DXBFY,One year,19.55,1108.8,Electronic check,Yes,3,No,Medium Risk
3597-YASZG,Two year,104.45,7349.35,Bank transfer (automatic),Yes,1,No,Low Risk
3496-LFSZU,Month-to-month,70.5,294.2,Electronic check,No,5,No,Medium Risk
5242-UOWHD,Two year,20.35,929.2,Mailed check,No,0,No,Low Risk
2482-CZGBB,Month-to-month,70.0,740.0,Electronic check,Yes,6,Yes,Medium Risk
6479-SZPLM,Two year,19.45,754.5,Credit card (automatic),No,0,No,Low Risk
8097-VBQTZ,Month-to-month,69.9,3883.3,Mailed check,Yes,4,No,High Risk
4500-HKANN,Two year,59.7,1414.2,Mailed check,No,0,No,Low Risk
9917-KWRBE,One year,78.35,3211.2,Credit card (automatic),Yes,1,No,Low Risk
3420-ZDBMA,Month-to-month,71.45,371.6,Mailed check,Yes,4,No,High Risk
2212-LYASK,One year,45.85,1246.4,Credit card (automatic),Yes,1,No,Medium Risk
1393-IMKZG,Month-to-month,95.85,95.85,Electronic check,Yes,6,No,High Risk
8069-RHUXK,Two year,35.7,2545.7,Credit card (automatic),No,0,No,Medium Risk
3398-GCPMU,Two year,89.55,6448.85,Credit card (automatic),Yes,1,No,Low Risk
2908-WGAXL,Two year,24.95,1468.9,Credit card (automatic),Yes,1,No,Medium Risk
3378-AJRAO,One year,24.85,1013.6,Electronic check,No,2,No,Low Risk
1013-QCWAM,Month-to-month,100.8,6690.75,Electronic check,Yes,6,No,High Risk
0866-QLSIR,One year,64.4,2088.75,Mailed check,Yes,1,Yes,High Risk
6050-FFXES,Two year,105.35,7240.65,Bank transfer (automatic),No,0,No,Low Risk
7181-BQYBV,Month-to-month,102.45,102.45,Electronic check,Yes,6,Yes,Medium Risk
0362-RAOQO,Two year,19.65,830.25,Credit card (automatic),No,0,No,Low Risk
9554-DFKIC,Month-to-month,54.45,1588.7,Bank transfer (automatic),Yes,4,No,Medium Risk
5527-ACHSO,Month-to-month,70.5,829.3,Mailed check,No,3,No,Low Risk
0829-DDVLK,One year,20.1,302.45,Credit card (automatic),No,0,No,Medium Risk
1399-UBQIU,Month-to-month,69.35,712.25,Electronic check,Yes,6,No,Medium Risk
1813-JLKWR,One year,19.8,1336.65,Bank transfer (automatic),No,0,No,Low Risk
0336-PIKEI,Two year,74.4,5360.75,Bank transfer (automatic),No,0,No,Low Risk
7322-OCWHC,Two year,93.05,6735.05,Bank transfer (automatic),Yes,1,No,Medium Risk
9537-VHDTA,Month-to-month,51.2,51.2,Mailed check,No,3,No,Low Risk
4957-TIALW,One year,65.6,1010.0,Credit card (automatic),No,0,No,Low Risk
2054-PJOCK,One year,80.55,4847.05,Credit card (automatic),No,0,No,Low Risk
9150-HEPMB,One year,52.7,3019.7,Mailed check,No,0,No,Low Risk
9030-QGZNL,Two year,20.85,161.65,Mailed check,No,0,No,Medium Risk
6204-IEUXJ,Month-to-month,80.1,217.55,Credit card (automatic),No,3,Yes,Low Risk
3126-WQMGH,Month-to-month,52.15,2583.75,Credit card (automatic),Yes,4,No,Medium Risk
4529-CKBCL,Month-to-month,80.2,146.05,Electronic check,Yes,6,Yes,Medium Risk
2506-CLAKW,Month-to-month,98.15,567.45,Bank transfer (automatic),Yes,4,Yes,Medium Risk
7176-WRTNX,Two year,114.95,7711.25,Bank transfer (automatic),Yes,1,No,Low Risk
1583-IHQZE,Month-to-month,112.95,1384.75,Mailed check,Yes,4,Yes,Medium Risk
5732-IKGQH,One year,104.45,5481.25,Bank transfer (automatic),Yes,1,No,High Risk
9239-GZHZE,Two year,113.65,8124.2,Credit card (automatic),Yes,1,No,Low Risk
7205-BAIAD,Two year,20.6,827.3,Bank transfer (automatic),Yes,1,No,Low Risk
0151-ONTOV,Month-to-month,70.9,70.9,Mailed check,No,3,Yes,Low Risk
4140-MUHUG,Month-to-month,86.85,220.95,Electronic check,Yes,6,Yes,High Risk
0093-EXYQL,Month-to-month,91.55,3673.6,Electronic check,Yes,6,No,Medium Risk
8064-RAVOH,Month-to-month,49.85,49.85,Electronic check,Yes,6,No,Medium Risk
0219-QAERP,One year,19.8,576.65,Credit card (automatic),No,0,No,Low Risk
0320-JDNQG,Month-to-month,99.85,2331.3,Electronic check,Yes,6,Yes,High Risk
7180-PISOG,Month-to-month,74.5,74.5,Electronic check,Yes,6,Yes,Medium Risk
9168-INPSZ,Month-to-month,104.15,4495.65,Electronic check,No,5,No,Medium Risk
3571-RFHAR,Month-to-month,109.15,6941.2,Electronic check,Yes,6,Yes,High Risk
0015-UOCOJ,Month-to-month,48.2,340.35,Electronic check,Yes,6,No,Medium Risk
5334-AFQJB,Two year,25.1,1789.9,Credit card (automatic),Yes,1,No,Low Risk
2754-SDJRD,Month-to-month,100.15,908.55,Credit card (automatic),Yes,4,No,High Risk
9578-VRMNM,Month-to-month,65.2,1043.35,Credit card (automatic),Yes,4,Yes,High Risk
1587-FKLZB,Month-to-month,99.5,6822.15,Credit card (automatic),Yes,4,Yes,High Risk
6140-QNRQQ,Month-to-month,71.55,71.55,Mailed check,Yes,4,Yes,Medium Risk
8963-JLGJT,Month-to-month,55.9,157.55,Mailed check,No,3,No,Low Risk
4307-KTUMW,Month-to-month,93.9,5029.2,Electronic check,No,5,Yes,High Risk
1465-LNTLJ,Month-to-month,64.4,581.7,Credit card (automatic),Yes,4,No,Medium Risk
5440-FLBQG,Two year,108.4,7318.2,Bank transfer (automatic),Yes,1,Yes,High Risk
2135-DQWAQ,Month-to-month,85.3,420.45,Mailed check,Yes,4,No,Medium Risk
4056-QHXHZ,Two year,107.45,7576.7,Mailed check,No,0,No,Low Risk
7470-MCQTK,Month-to-month,48.75,633.4,Bank transfer (automatic),Yes,4,Yes,Medium Risk
7488-MXJIV,Month-to-month,85.65,321.65,Electronic check,Yes,6,Yes,Medium Risk
7401-JIXNM,Two year,91.3,4965.0,Credit card (automatic),No,0,No,Low Risk
9339-FIIJL,Two year,85.95,6151.9,Bank transfer (automatic),No,0,No,Low Risk
2027-FECZV,Month-to-month,106.7,1253.9,Electronic check,Yes,6,Yes,High Risk
2672-DZUOY,Month-to-month,25.15,25.15,Electronic check,Yes,6,Yes,Medium Risk
4706-DGAHW,Month-to-month,45.2,45.2,Electronic check,No,5,No,High Risk
3870-MQAMG,One year,110.35,5893.15,Electronic check,No,2,Yes,High Risk
6670-MFRPK,Two year,79.2,5420.65,Credit card (automatic),Yes,1,No,Medium Risk
6177-PEVRA,Two year,55.5,2627.35,Credit card (automatic),No,0,No,Low Risk
4800-CZMPC,One year,103.25,5037.55,Credit card (automatic),Yes,1,Yes,High Risk
4813-HQMGZ,Month-to-month,90.25,743.75,Electronic check,Yes,6,No,Medium Risk
7579-KKLOE,Two year,91.25,6589.6,Mailed check,Yes,1,No,Low Risk
7377-DMMRI,Month-to-month,47.8,92.45,Electronic check,Yes,6,Yes,Medium Risk
8402-EIVQS,One year,100.9,6733.15,Credit card (automatic),Yes,1,No,Low Risk
4947-DSMXK,Month-to-month,97.7,3410.0,Bank transfer (automatic),Yes,4,No,Medium Risk
7245-NIIWQ,Month-to-month,69.85,199.85,Electronic check,Yes,6,No,Medium Risk
0002-ORFBO,One year,65.6,593.3,Mailed check,Yes,1,No,Low Risk
3324-OIRTO,One year,104.65,7288.4,Bank transfer (automatic),Yes,1,No,Low Risk
5414-OFQCB,Two year,90.45,5229.8,Credit card (automatic),Yes,1,No,Low Risk
4967-WPNCF,Two year,63.7,4464.8,Bank transfer (automatic),Yes,1,No,Low Risk
8552-OBVRU,Month-to-month,104.5,5068.05,Electronic check,Yes,6,No,Medium Risk
8499-BRXTD,One year,20.1,401.85,Mailed check,No,0,No,Low Risk
9154-QDGTH,One year,104.3,4451.85,Credit card (automatic),Yes,1,No,Low Risk
8197-BFWVU,Two year,93.25,6688.95,Bank transfer (automatic),Yes,1,No,Low Risk
2577-GVSIL,One year,73.45,2661.1,Bank transfer (automatic),Yes,1,No,Low Risk
9367-OIUXP,Month-to-month,20.7,73.05,Mailed check,No,3,No,Low Risk
6770-UAYGJ,Two year,25.25,1211.65,Mailed check,No,0,No,Low Risk
6463-HHXJR,Two year,100.5,7030.65,Bank transfer (automatic),No,0,No,Low Risk
7928-VJYAB,Month-to-month,90.6,1020.2,Electronic check,No,5,No,Medium Risk
1187-WILMM,Two year,89.4,5597.65,Credit card (automatic),Yes,1,No,Low Risk
9776-OJUZI,Month-to-month,95.45,6223.3,Bank transfer (automatic),Yes,4,No,Medium Risk
1306-RPWXZ,Two year,20.45,1024.65,Credit card (automatic),No,0,No,Low Risk
8949-JTMAY,Month-to-month,98.6,2933.2,Credit card (automatic),Yes,4,Yes,High Risk
2774-LVQUS,Month-to-month,83.05,1258.3,Electronic check,Yes,6,Yes,Medium Risk
3097-PYWXL,Month-to-month,19.95,82.9,Electronic check,Yes,6,No,High Risk
2266-SJNAT,One year,109.15,7789.6,Credit card (automatic),No,0,No,Low Risk
0869-PAPRP,Month-to-month,85.7,2067.0,Credit card (automatic),Yes,4,No,High Risk
4238-JSSWH,Month-to-month,102.05,3452.55,Bank transfer (automatic),No,3,No,Medium Risk
2972-YDYUW,One year,94.7,5468.95,Electronic check,No,2,No,Low Risk
1104-FEJAM,Month-to-month,64.4,1802.15,Electronic check,No,5,No,Medium Risk
2809-ILCYT,One year,26.8,733.55,Mailed check,Yes,1,No,Low Risk
5499-ECUTN,One year,66.05,3021.45,Credit card (automatic),Yes,1,No,Low Risk
4981-FLTMF,Month-to-month,65.2,3687.85,Bank transfer (automatic),No,3,No,Low Risk
9121-PHQSR,Month-to-month,85.05,1391.15,Credit card (automatic),Yes,4,No,Medium Risk
3113-IWHLC,Month-to-month,55.8,274.35,Mailed check,Yes,4,No,Medium Risk
3211-ILJTT,Month-to-month,70.4,1214.05,Bank transfer (automatic),Yes,4,Yes,Medium Risk
4612-THJBS,One year,104.75,5510.65,Bank transfer (automatic),Yes,1,Yes,High Risk
4277-BWBML,Two year,19.95,1322.85,Bank transfer (automatic),No,0,No,High Risk
4094-NSEDU,Month-to-month,94.25,1973.75,Electronic check,Yes,6,Yes,High Risk
0234-TEVTT,One year,45.0,2196.3,Credit card (automatic),No,0,No,Low Risk
4304-TSPVK,Two year,114.9,7843.55,Bank transfer (automatic),No,0,No,Low Risk
1552-AAGRX,Month-to-month,106.4,3211.9,Bank transfer (automatic),No,3,No,Low Risk
2637-FKFSY,Month-to-month,46.1,130.15,Mailed check,Yes,4,No,Medium Risk
9796-MVYXX,Two year,39.7,692.35,Mailed check,No,0,No,Low Risk
7874-ECPQJ,Month-to-month,20.05,85.5,Bank transfer (automatic),Yes,4,No,High Risk
0020-INWCK,Two year,95.75,6849.4,Credit card (automatic),Yes,1,No,Low Risk
7089-RKVSZ,One year,24.4,203.95,Mailed check,No,0,No,Low Risk
2683-JXWQQ,Month-to-month,33.6,2117.2,Bank transfer (automatic),No,3,No,High Risk
9548-ZMVTX,Two year,90.45,6565.85,Bank transfer (automatic),No,0,No,Low Risk
8739-XNIKG,Month-to-month,84.0,424.75,Electronic check,Yes,6,No,Medium Risk
9755-JHNMN,Two year,67.4,3306.85,Bank transfer (automatic),No,0,No,Low Risk
3981-QSVQI,Month-to-month,19.7,168.9,Bank transfer (automatic),Yes,4,No,Medium Risk
2789-HQBOU,Month-to-month,80.35,253.8,Electronic check,Yes,6,No,Medium Risk
9424-CMPOG,Two year,19.6,197.4,Mailed check,No,0,No,Low Risk
5067-WJEUN,Two year,54.2,3838.2,Bank transfer (automatic),Yes,1,No,Low Risk
3450-WXOAT,Month-to-month,45.2,2065.15,Credit card (automatic),Yes,4,No,High Risk
9251-WNSOD,One year,75.1,5064.45,Mailed check,No,0,No,Low Risk
6974-DAFLI,One year,19.7,1140.05,Electronic check,No,2,No,Medium Risk
2616-UUTFK,Month-to-month,72.75,2447.45,Bank transfer (automatic),Yes,4,No,Medium Risk
7064-JHXCE,Two year,20.05,1263.9,Credit card (automatic),No,0,No,Low Risk
5103-MHMHY,Month-to-month,45.95,45.95,Mailed check,No,3,Yes,Low Risk
7989-AWGEH,Month-to-month,39.2,1838.15,Electronic check,Yes,6,No,Medium Risk
4373-VVHQL,Month-to-month,44.75,44.75,Electronic check,Yes,6,No,Medium Risk
4559-UWIHT,Month-to-month,82.65,1185.0,Electronic check,Yes,6,No,Medium Risk
7268-IGMFD,Month-to-month,93.9,1743.9,Bank transfer (automatic),No,3,No,Low Risk
1846-XWOQN,Month-to-month,70.15,70.15,Electronic check,Yes,6,Yes,High Risk
0235-KGSLC,Month-to-month,85.55,85.55,Credit card (automatic),Yes,4,Yes,Medium Risk
6650-BWFRT,Two year,117.15,8529.5,Credit card (automatic),Yes,1,No,High Risk
9570-KYEUA,Two year,99.25,6549.45,Credit card (automatic),No,0,No,Low Risk
6993-YGFJV,Two year,112.55,7806.5,Bank transfer (automatic),Yes,1,No,Low Risk
2712-SYWAY,Month-to-month,25.7,25.7,Electronic check,Yes,6,No,Medium Risk
0730-BGQGF,Two year,90.3,6287.3,Credit card (automatic),No,0,No,Low Risk
5498-IBWPI,One year,49.4,3251.85,Credit card (automatic),Yes,1,No,Low Risk
9101-NTIXF,Month-to-month,19.4,50.6,Mailed check,No,3,No,Medium Risk
0013-SMEOE,Two year,109.7,7904.25,Bank transfer (automatic),Yes,1,No,Low Risk
9314-QDMDW,One year,61.25,729.95,Electronic check,Yes,3,No,Low Risk
9308-ANMVE,Month-to-month,55.3,2654.05,Electronic check,Yes,6,No,Medium Risk
2884-GBPFB,Month-to-month,70.3,2416.55,Electronic check,Yes,6,Yes,Medium Risk
3757-NJYBX,Month-to-month,106.35,3520.75,Bank transfer (automatic),No,3,Yes,High Risk
3413-DHLPB,Month-to-month,103.75,5969.95,Bank transfer (automatic),Yes,4,No,Medium Risk
7649-PHJVR,One year,19.5,226.8,Mailed check,No,0,No,Low Risk
6114-TCFID,One year,39.5,1082.75,Credit card (automatic),No,0,No,Low Risk
3787-TRIAL,Month-to-month,26.05,565.75,Electronic check,Yes,6,No,High Risk
2573-GYRUU,Month-to-month,91.05,4370.75,Credit card (automatic),Yes,4,No,Medium Risk
5156-UMKOW,Month-to-month,29.65,90.05,Mailed check,No,3,No,Low Risk
1247-QBVSH,Month-to-month,50.2,2169.4,Mailed check,No,3,No,Low Risk
6734-GMPVK,Month-to-month,105.3,550.6,Electronic check,No,5,No,Medium Risk
9822-OAOVB,Month-to-month,55.45,55.45,Electronic check,Yes,6,No,Medium Risk
6161-ERDGD,One year,85.45,6300.85,Electronic check,No,2,No,Low Risk
1226-JZNKR,One year,19.8,160.05,Electronic check,No,2,No,Low Risk
7318-EIVKO,Month-to-month,59.25,436.6,Electronic check,Yes,6,No,Medium Risk
3771-PZOBW,Month-to-month,90.7,1781.35,Credit card (automatic),Yes,4,No,Medium Risk
5136-KCKGI,One year,103.7,3467.0,Mailed check,Yes,1,Yes,High Risk
8231-BSWXX,One year,79.05,5552.5,Credit card (automatic),Yes,1,No,Low Risk
6486-LHTMA,One year,90.7,2835.5,Electronic check,Yes,3,No,Low Risk
4083-BFNYK,One year,95.0,3591.25,Credit card (automatic),No,0,No,Low Risk
3722-WPXTK,Month-to-month,88.35,88.35,Electronic check,Yes,6,Yes,Medium Risk
7389-KBFIT,Month-to-month,30.25,63.75,Mailed check,Yes,4,No,Medium Risk
7176-WIONM,Month-to-month,49.85,617.15,Bank transfer (automatic),Yes,4,No,Medium Risk
5141-ZUVBH,Month-to-month,93.0,870.25,Bank transfer (automatic),No,3,No,Low Risk
1089-HDMKP,Month-to-month,54.55,601.25,Electronic check,Yes,6,No,Medium Risk
7623-HKYRK,Month-to-month,19.7,111.65,Mailed check,No,3,No,Low Risk
0310-SUCIN,One year,84.8,6046.1,Bank transfer (automatic),Yes,1,No,Low Risk
5197-PYEPU,One year,94.45,3923.8,Credit card (automatic),Yes,1,No,High Risk
2929-ERCFZ,Month-to-month,94.2,777.3,Electronic check,Yes,6,Yes,High Risk
7548-SEPYI,Month-to-month,96.25,512.45,Electronic check,Yes,6,Yes,Medium Risk
8835-VSDSE,Month-to-month,70.7,141.45,Electronic check,Yes,6,Yes,High Risk
6619-RPLQZ,Two year,20.85,892.15,Mailed check,No,0,No,Low Risk
3275-RHRNE,One year,60.0,1682.05,Credit card (automatic),Yes,1,No,Low Risk
3503-TYDAY,Month-to-month,80.45,3398.9,Electronic check,No,5,No,Medium Risk
6901-GOGZG,Two year,84.95,4984.85,Electronic check,Yes,3,No,Low Risk
1623-NLDOT,One year,33.55,1445.3,Mailed check,No,0,Yes,Low Risk
7021-XSNYE,Two year,49.65,305.55,Credit card (automatic),No,0,No,Low Risk
9621-OUPYD,One year,20.2,507.9,Bank transfer (automatic),Yes,1,No,Low Risk
9898-KZQDZ,Month-to-month,94.55,3640.45,Credit card (automatic),Yes,4,Yes,High Risk
8982-NHAVY,One year,100.5,2673.45,Bank transfer (automatic),Yes,1,No,Medium Risk
4307-KWMXE,Month-to-month,35.75,389.8,Electronic check,No,5,No,High Risk
0141-YEAYS,Month-to-month,86.45,2401.05,Bank transfer (automatic),Yes,4,No,Medium Risk
2450-ZKEED,One year,53.8,651.55,Bank transfer (automatic),No,0,No,Medium Risk
3694-DELSO,Month-to-month,38.55,156.1,Credit card (automatic),No,3,No,Low Risk
3893-JRNFS,Month-to-month,39.9,2796.35,Bank transfer (automatic),Yes,4,No,Medium Risk
9603-OAIHC,Month-to-month,70.05,70.05,Electronic check,Yes,6,No,Medium Risk
1133-KXCGE,One year,20.1,407.05,Mailed check,No,0,No,Low Risk
5236-PERKL,Two year,112.95,6465.0,Bank transfer (automatic),Yes,1,Yes,High Risk
0142-GVYSN,Month-to-month,20.3,511.25,Electronic check,Yes,6,No,Medium Risk
1049-FYSYG,Month-to-month,35.65,646.05,Credit card (automatic),Yes,4,No,Medium Risk
7854-FOKSF,Month-to-month,35.9,35.9,Electronic check,No,5,Yes,Medium Risk
2519-FAKOD,Month-to-month,99.25,3777.15,Bank transfer (automatic),Yes,4,Yes,High Risk
8406-LNMHF,One year,82.95,4903.15,Credit card (automatic),Yes,1,No,Low Risk
1821-BUCWY,Two year,55.65,1653.85,Mailed check,Yes,1,No,Low Risk
8263-JQAIK,Month-to-month,24.45,47.5,Mailed check,Yes,4,Yes,Medium Risk
0023-UYUPN,One year,25.2,1306.3,Electronic check,No,2,No,Low Risk
8314-DPQHL,One year,50.8,463.6,Mailed check,No,0,No,Low Risk
1465-WCZVT,Month-to-month,19.65,60.65,Mailed check,No,3,No,Low Risk
9481-SFCQY,Month-to-month,59.8,824.85,Credit card (automatic),Yes,4,No,Medium Risk
6360-SVNWV,Month-to-month,73.55,2094.65,Credit card (automatic),Yes,4,No,Medium Risk
0567-GGCAC,Month-to-month,61.4,438.9,Electronic check,No,5,No,High Risk
7089-IVVAZ,Month-to-month,103.35,847.3,Bank transfer (automatic),Yes,4,Yes,Medium Risk
8884-MRNSU,One year,19.9,329.75,Bank transfer (automatic),No,0,No,Low Risk
2171-UDMFD,Month-to-month,19.45,674.55,Credit card (automatic),Yes,4,No,Medium Risk
9050-IKDZA,Month-to-month,81.5,162.55,Mailed check,No,3,No,Low Risk
2205-YMZZJ,Month-to-month,84.8,546.95,Electronic check,Yes,6,Yes,Medium Risk
9802-CAQUT,Two year,109.55,7887.25,Credit card (automatic),No,0,No,Medium Risk
1254-IZEYF,Month-to-month,99.95,3186.65,Electronic check,Yes,6,Yes,High Risk
0187-WZNAB,Month-to-month,74.4,1972.35,Mailed check,No,3,No,Low Risk
9492-TOKRI,Month-to-month,90.0,1527.35,Credit card (automatic),Yes,4,Yes,Medium Risk
1475-VWVDO,Month-to-month,74.9,490.55,Electronic check,Yes,6,No,Medium Risk
9221-OTIVJ,Month-to-month,104.85,1531.4,Electronic check,Yes,6,Yes,High Risk
1357-MVDOZ,Month-to-month,59.65,683.25,Bank transfer (automatic),Yes,4,No,Medium Risk
7602-MVRMB,Two year,110.45,8058.85,Bank transfer (automatic),Yes,1,No,Low Risk
